,collector,corpus,date,genre,idnumber,location,motifs,storytype,tradition
0,C. Bakker,CBAKKER.20E,1899-10-17 00:00:00,sprookje,CBAK0052,Zaanstreek (Noord-Holland) & Waterland (Noord-Holland),J2072.1,ATU 0775,mondeling
1,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0053,Koog aan de Zaan (Noord-Holland),B103.1.1;D1601.5;D1030.1,ATU 0563,mondeling
2,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0054,Hoorn (Noord-Holland),X610,ATU 1855,mondeling
3,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0055,Koog aan de Zaan (Noord-Holland),X435.1,ATU 1833A,mondeling
4,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0057,Leiden (Zuid-Holland),K1842,ATU 1829,mondeling
5,Journalist van het Algemeen Dagblad,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG001,Alkmaar (Noord-Holland),N211.1,ATU 0736A,krant
6,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0062,Koog aan de Zaan (Noord-Holland),J1814,ATU 1293,mondeling
7,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0064,Koog aan de Zaan (Noord-Holland),J2164.1,ATU 1276,mondeling
8,Journalist Nieuws van de Dag,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG002,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
9,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0067,Waterland (Noord-Holland),X610,ATU 1855,mondeling
10,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0068,Waterland (Noord-Holland),X610,ATU 1855,mondeling
11,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0069,Waterland (Noord-Holland),X610,ATU 1855,mondeling
12,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0070,Waterland (Noord-Holland),X610,ATU 1855,mondeling
13,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0072,Friesland,G61;E613.0.1,ATU 0720,mondeling
14,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0074,Waterland (Noord-Holland),J2321.1,ATU 1739,mondeling
15,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0077,Waterland (Noord-Holland),K1021,ATU 0002,mondeling
16,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0079,Waterland (Noord-Holland),K231.6.1.1,ATU 1555,mondeling
17,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0081,Zeeland,J514;B375.1;Q338,ATU 0555,mondeling
18,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0083,Waterland (Noord-Holland),V254.6,ATU 0805,mondeling
19,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0084,Waterland (Noord-Holland),E780.2,ATU 0660,mondeling
20,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0086,Waterland (Noord-Holland),K1363.2,ATU 1424,mondeling
21,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,sprookje,CBAK0087,Waterland (Noord-Holland),H702;H696.1,ATU 0922,mondeling
22,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0088,Waterland (Noord-Holland),K1271.5,ATU 1355C,mondeling
23,C. Bakker,CBAKKER.20E,1899-10-26 00:00:00,mop,CBAK0089,Waterland (Noord-Holland),J1802,ATU 1322,mondeling
24,C. Bakker,CBAKKER.20E,1899-11-17 00:00:00,mop,CBAK0090,Broek in Waterland (Noord-Holland),J1772.1,ATU 1319,mondeling
25,C. Bakker,CBAKKER.20E,1899-11-17 00:00:00,mop,CBAK0096,De Rijp (Noord-Holland),K176,ATU 1735,mondeling
26,C. Bakker,CBAKKER.20E,1899-11-17 00:00:00,mop,CBAK0100,Broek in Waterland (Noord-Holland),K2152;K2151,ATU 1537,mondeling
27,C. Bakker,CBAKKER.20E,1899-11-17 00:00:00,mop,CBAK0102,Koog aan de Zaan (Noord-Holland),X610,ATU 1855,mondeling
28,Eric de Jager,STADSAGE.20E,1994-12-13 00:00:00,broodjeaapverhaal,STSAG004,Leiderdorp (Zuid-Holland),N211.1,ATU 0736A,krant
29,C. Bakker,CBAKKER.20E,1899-11-28 00:00:00,mop,CBAK0133,Waterland (Noord-Holland),K1222,ATU 1686A*,mondeling
30,C. Bakker,CBAKKER.20E,1899-01-01 00:00:00,sprookje,CBAK0140,Waterland (Noord-Holland),Q412;E30,ATU 0720,mondeling
31,C. Bakker,CBAKKER.20E,1899-01-01 00:00:00,sprookje,CBAK0143,Waterland (Noord-Holland),N271,ATU 0780,mondeling
32,C. Bakker,CBAKKER.20E,1899-01-01 00:00:00,sprookje,CBAK0146,Waterland (Noord-Holland),E235.4,ATU 0366,mondeling
33,C. Bakker,CBAKKER.20E,1899-01-01 00:00:00,sprookje,CBAK0148,Waterland (Noord-Holland),H1578.1.4.1,ATU 0958F*,mondeling
34,Tjerk de Vries,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG012,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
35,C. Bakker,CBAKKER.20E,1900-11-05 00:00:00,mop,CBAK0154,Broek in Waterland (Noord-Holland),X1061.1,ATU 1960H,mondeling
36,C. Bakker,CBAKKER.20E,1900-11-05 00:00:00,mop,CBAK0155,Leiden (Zuid-Holland),K2137,ATU 1741,mondeling
37,Journalist van Het Nieuws van de Dag,STADSAGE.20E,1994-11-29 00:00:00,broodjeaapverhaal,STSAG014,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
38,Anonieme journalist n.a.v. persbericht Associated Press,STADSAGE.20E,1994-11-01 00:00:00,broodjeaapverhaal,STSAG016,San Fransisco (USA),N211.1,ATU 0736A,krant
39,,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG017,USA,N211.1,ATU 0736A,krant
40,C. Bakker,CBAKKER.20E,1901-01-01 00:00:00,mop,CBAK0168,Koog aan de Zaan (Noord-Holland),N641,ATU 1641B,mondeling
41,C. Bakker,CBAKKER.20E,1901-04-23 00:00:00,mop,CBAK0172,Zuiderwoude (Noord-Holland),K1556,ATU 1360C,mondeling
42,C. Bakker,CBAKKER.20E,1901-04-23 00:00:00,sprookje,CBAK0175,Zuiderwoude (Noord-Holland),J21.15,ATU 0910D,mondeling
43,C. Bakker,CBAKKER.20E,1901-05-02 00:00:00,mop,CBAK0182,Zuiderwoude (Noord-Holland),J1242.1,ATU 1533A,mondeling
44,Journalist van Trouw,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG022,Heerhugowaard (Noord-Holland),N211.1,ATU 0736A,krant
45,Anonieme journalist van de Haagse Courant,STADSAGE.20E,1994-09-30 00:00:00,broodjeaapverhaal,STSAG023,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
46,"Journalist van het Noordhollands Dagblad, Dagblad Kennemerland",STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG025,Heerhugowaard (Noord-Holland),N211.1,ATU 0736A,krant
47,"Journalist van het Noordhollands Dagblad, Dagblad Kennemerland",STADSAGE.20E,1994-12-13 00:00:00,broodjeaapverhaal,STSAG026,Heerhugowaard (Noord-Holland),N211.1,ATU 0736A,krant
48,Journalist Haarlems Dagblad,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG027,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
49,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0211,Broek in Waterland (Noord-Holland),K1571,ATU 1358C,mondeling
50,Journalist van het Dagblad voor Noord-Limburg,STADSAGE.20E,1994-11-30 00:00:00,broodjeaapverhaal,STSAG030,Amsterdam (Noord-Holland),N211.1,ATU 0736A,krant
51,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0213,Broek in Waterland (Noord-Holland),K366.1.1;K176,ATU 1735,mondeling
52,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,sprookje,CBAK0218,Broek (Noord-Holland),K1812.1,ATU 0952,mondeling
53,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,sprookje,CBAK0220,Broek in Waterland (Noord-Holland),S451;K2110.1,ATU 0712,mondeling
54,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,sprookje,CBAK0222,Broek in Waterland (Noord-Holland),K312;F721.4,ATU 0954,mondeling
55,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0225,Broek in Waterland (Noord-Holland),X441,ATU 1831,mondeling
56,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0226,Broek in Waterland (Noord-Holland),K403,ATU 1529,mondeling
57,Journalist van de Evening Telegram,STADSAGE.20E,1994-12-17 00:00:00,broodjeaapverhaal,STSAG031,"St. John's, Newfoundland, Canada",N211.1,ATU 0736A,krant
58,Leo de Boer,STADSAGE.20E,1991-12-28 00:00:00,broodjeaapverhaal,STSAG032,Charleroi (België),B331.2,ATU 0178A,krant
59,C. Hamoen,STADSAGE.20E,1991-01-01 00:00:00,broodjeaapverhaal,STSAG038,Bodegraven (Zuid-Holland),N211.1,ATU 0736A,vragenlijst
60,Journalist van Privé,STADSAGE.20E,1994-12-31 00:00:00,broodjeaapverhaal,STSAG039,Amsterdam (Noord-Holland),N211.1,ATU 0736A,tijdschriftartikel
61,"Boo, A. de","Boo, A. de",1962-10-27 00:00:00,sage,BOO00103,Kwadendamme (Zeeland),K301,ATU 1525,mondeling
62,Journalist van het Nieuwsblad van het Noorden  (eigenlijk: Eric de Jager),STADSAGE.20E,1994-12-13 00:00:00,broodjeaapverhaal,STSAG099,Leiderdorp (Zuid-Holland),N211.1,ATU 0736A,krant
63,Eric de Jager,STADSAGE.20E,1994-12-13 00:00:00,broodjeaapverhaal,STSAG100,Leiderdorp (Zuid-Holland),N211.1,ATU 0736A,krant
64,Wouter Noordewier,STADSAGE.20E,1994-12-09 00:00:00,sprookje,STSAG124,Nieuwegein (Utrecht),N321,ATU 0939A,brief
65,Wouter Noordewier,STADSAGE.20E,1995-01-01 00:00:00,broodjeaapverhaal,STSAG129,Nieuwegein (Utrecht),N211.1,ATU 0736A,brief
66,Wouter Noordewier,STADSAGE.20E,1995-01-01 00:00:00,broodjeaapverhaal,STSAG140,Nieuwegein (Utrecht),Q478.1,ATU 0992,brief
67,Journalist van Het Laatste Nieuws,STADSAGE.20E,1994-12-03 00:00:00,broodjeaapverhaal,STSAG160,,N211.1,ATU 0736A,krant
68,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0233,Broek in Waterland (Noord-Holland),J1882.2;K491,ATU 1675,mondeling
69,C. Bakker,CBAKKER.20E,1901-10-02 00:00:00,mop,CBAK0236,Broek in Waterland (Noord-Holland),K112.1,ATU 1539,mondeling
70,C. Bakker,CBAKKER.20E,1901-11-01 00:00:00,mop,CBAK0243,Broek in Waterland (Noord-Holland),N531.1,ATU 1645,mondeling
71,C. Bakker,CBAKKER.20E,1901-11-01 00:00:00,sprookje,CBAK0244,Broek in Waterland (Noord-Holland),N821;D895;D1470.1;D1376.1,ATU 0566,mondeling
72,C. Bakker,CBAKKER.20E,1901-10-07 00:00:00,sprookje,CBAK0247,Broek in Waterland (Noord-Holland),D1561.1.1,ATU 0567,mondeling
73,C. Bakker,CBAKKER.20E,1901-10-07 00:00:00,sprookje,CBAK0252,Broek in Waterland (Noord-Holland),J1161.7,ATU 0922B,mondeling
74,C. Bakker,CBAKKER.20E,1901-10-07 00:00:00,sprookje,CBAK0253,Broek in Waterland (Noord-Holland),H524.1;H681.1;H696.1,ATU 0922,mondeling
75,C. Bakker,CBAKKER.20E,1901-10-07 00:00:00,mop,CBAK0254,Broek in Waterland (Noord-Holland),N641,ATU 1641B,mondeling
76,C. Bakker,CBAKKER.20E,1901-11-02 00:00:00,mop,CBAK0267,Beets (Noord-Holland),X610,ATU 1855,mondeling
77,C. Bakker,CBAKKER.20E,1901-11-07 00:00:00,sprookje,CBAK0283,Broek in Waterland (Noord-Holland),T251.2,ATU 0901,mondeling
78,C. Bakker,CBAKKER.20E,1901-11-07 00:00:00,mop,CBAK0286,Broek in Waterland (Noord-Holland),J2415.1,ATU 1689A,mondeling
79,Walter Giraldo,STADSAGE.20E,1989-01-01 00:00:00,sage,STSAG174,"Gyverinckhove (West-Vlaanderen, België)",N211.1,ATU 0736A,boek
80,C. Bakker,CBAKKER.20E,1901-12-22 00:00:00,mop,CBAK0294,Broek in Waterland (Noord-Holland),N411.1,ATU 1651,mondeling
81,C. Bakker,CBAKKER.20E,1902-04-25 00:00:00,sprookje,CBAK0299,Broek in Waterland (Noord-Holland),D361.1,ATU 0400,mondeling
82,C. Bakker,CBAKKER.20E,1902-04-25 00:00:00,mop,CBAK0300,Broek in Waterland (Noord-Holland),H1151,ATU 1525A,mondeling
83,C. Bakker,CBAKKER.20E,1902-04-25 00:00:00,mop,CBAK0301,Broek in Waterland (Noord-Holland),J2311.4;J2311.1,ATU 1313A,mondeling
84,C. Bakker,CBAKKER.20E,1902-04-25 00:00:00,mop,CBAK0302,Broek in Waterland (Noord-Holland),H1312.1,ATU 1384,mondeling
85,C. Bakker,CBAKKER.20E,1901-12-26 00:00:00,mop,CBAK0309,Broek (Noord-Holland),K1951.2;K1951.3;K1951.1;K731,ATU 1640,mondeling
86,C. Bakker,CBAKKER.20E,1901-12-26 00:00:00,mop,CBAK0314,Broek in Waterland (Noord-Holland),N688;K1956;K1956.2;N611.1,ATU 1641,mondeling
87,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0325,Broek in Waterland (Noord-Holland),J1473.1,ATU 1543,mondeling
88,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0327,Broek in Waterland (Noord-Holland),K1655,ATU 1585,mondeling
89,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,sprookje,CBAK0329,Broek in Waterland (Noord-Holland),N321,ATU 0939A,mondeling
90,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0330,Beets (Noord-Holland),J2311.1,ATU 1313A,mondeling
91,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0331,Edam (Noord-Holland),K1511,ATU 1377,mondeling
92,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0332,Hoorn (Noord-Holland) & Broek in Waterland (Noord-Holland),K1842,ATU 1829,mondeling
93,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0337,Broek in Waterland (Noord-Holland),W111.2.6,ATU 1561,mondeling
94,C. Bakker,CBAKKER.20E,1902-01-06 00:00:00,mop,CBAK0338,Broek in Waterland (Noord-Holland),J1511.2,ATU 1565**,mondeling
95,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0352,Uitdam (Noord-Holland),D2072,ATU 0952,mondeling
96,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0354,Uitdam (Noord-Holland),H1578.1.4.1,ATU 0958F*,mondeling
97,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0355,Uitdam (Noord-Holland),K1728,ATU 1161,mondeling
98,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,mop,CBAK0357,Uitdam (Noord-Holland),K112.1,ATU 1539,mondeling
99,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,mop,CBAK0364,Uitdam (Noord-Holland),K1363,ATU 1542**,mondeling
100,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0366,Broek in Waterland (Noord-Holland),D1761.0.2;J2071;K1811,ATU 0750A,mondeling
101,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,mop,CBAK0377,Uitdam (Noord-Holland),J1242.1,ATU 1533A,mondeling
102,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0383,Uitdam (Noord-Holland),H57.2.1,ATU 0955,mondeling
103,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0384,Uitdam (Noord-Holland),K1812.1,ATU 0952,mondeling
104,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,mop,CBAK0388,Uitdam (Noord-Holland),K111.2,ATU 1539,mondeling
105,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0389,Broek in Waterland (Noord-Holland),N271.1;D1715,ATU 0960,mondeling
106,P. Roman,STADSAGE.20E,1995-01-01 00:00:00,broodjeaapverhaal,STSAG239,België,B331.2,ATU 0178A,tijdschriftartikel
107,C. Bakker,CBAKKER.20E,1903-04-02 00:00:00,sprookje,CBAK0390,Uitdam (Noord-Holland),D1552.2;F721.4;N455.3,ATU 0954,mondeling
108,C. Bakker,CBAKKER.20E,1903-05-01 00:00:00,sprookje,CBAK0395,Zaandam (Noord-Holland),F1025;K1161,ATU 0210,mondeling
109,C. Bakker,CBAKKER.20E,1903-05-01 00:00:00,sprookje,CBAK0396,Zaandam (Noord-Holland),N776;K335.1.4;K1161;B296,ATU 0130,mondeling
110,C. Bakker,CBAKKER.20E,1903-05-01 00:00:00,sprookje,CBAK0398,Zaandam (Noord-Holland),B103.1.1;D861.1,ATU 0563,mondeling
111,C. Bakker,CBAKKER.20E,1903-05-01 00:00:00,sprookje,CBAK0399,Zaandam (Noord-Holland) & Broek in Waterland (Noord-Holland),Q412;E613.0.1,ATU 0720,mondeling
112,C. Bakker,CBAKKER.20E,1903-07-29 00:00:00,mop,CBAK0405,Broek in Waterland (Noord-Holland),K1155,ATU 1407A,mondeling
113,C. Bakker,CBAKKER.20E,1906-07-23 00:00:00,mop,CBAK0421,Broek in Waterland (Noord-Holland),K602,ATU 1545,mondeling
114,C. Bakker,CBAKKER.20E,1906-07-23 00:00:00,mop,CBAK0422,Broek in Waterland (Noord-Holland),J2073,ATU 0750A,mondeling
115,C. Bakker,CBAKKER.20E,1910-04-19 00:00:00,sprookje,CBAK0429,Broek in Waterland (Noord-Holland),A751.1,ATU 0751E*,mondeling
116,C. Bakker,CBAKKER.20E,1910-04-19 00:00:00,mop,CBAK0431,Waterland (Noord-Holland),K1155,ATU 1407A,mondeling
117,C. Bakker,CBAKKER.20E,1911-06-20 00:00:00,mop,CBAK0450,Broek in Waterland (Noord-Holland),X441,ATU 1831,mondeling
118,C. Bakker,CBAKKER.20E,1911-06-20 00:00:00,mop,CBAK0451,Arnhem (Gelderland),X441,ATU 1831,mondeling
119,C. Bakker,CBAKKER.20E,1911-06-20 00:00:00,mop,CBAK0452,Broek in Waterland (Noord-Holland),K602,ATU 1545,mondeling
120,C. Bakker,CBAKKER.20E,1911-06-26 00:00:00,mop,CBAK0466,Zuiderwoude (Noord-Holland),K301.1;H1151.2;H1151;H915,ATU 1525A,mondeling
121,C. Bakker,CBAKKER.20E,1911-06-26 00:00:00,mop,CBAK0467,Zuiderwoude (Noord-Holland),K911.1,ATU 1539,mondeling
122,C. Bakker,CBAKKER.20E,1911-06-26 00:00:00,mop,CBAK0476,Zuiderwoude (Noord-Holland),K176,ATU 1735,mondeling
123,C. Bakker,CBAKKER.20E,1911-11-12 00:00:00,sprookje,CBAK0493,Gelderland,A751.1,ATU 0751E*,mondeling
124,C. Bakker,CBAKKER.20E,1913-02-10 00:00:00,mop,CBAK0501,Broek in Waterland (Noord-Holland),X435.4,ATU 1833D,mondeling
125,C. Bakker,CBAKKER.20E,1913-03-01 00:00:00,mop,CBAK0502,Den Ilp (Noord-Holland),H1312.1,ATU 1384,mondeling
126,C. Bakker,CBAKKER.20E,1913-03-01 00:00:00,mop,CBAK0503,Broek (Noord-Holland),T252.1,ATU 1375,mondeling
127,C. Bakker,CBAKKER2.20E,1922-01-01 00:00:00,sprookje,CBAK0515,Broek in Waterland (Noord-Holland),Q412;G61;E613.0.1,ATU 0720,tijdschriftartikel
128,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,sage,EDJSL002,,N531.1,ATU 1645,boek
129,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,mop,EDJSL005,,K1955.2,ATU 1641A,boek
130,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,sage,EDJSL013,Bergum (Friesland),N384.2,ATU 1676B,boek
131,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,sage,EDJSL019,Noord-Holland,K724,ATU 1527A,boek
132,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,sprookje,EDJSL024,Friesland,E215,ATU 0365,boek
133,E. de Jong,EDEJONG.20E,1980-01-01 00:00:00,mop,EDJSL043,Friesland,N384.10,ATU 1676,boek
134,E.  de Jong,EDEJONG.20E,1980-01-01 00:00:00,sage,EDJSL050,Oost-Vlaanderen,G303.22.11,ATU 0821A,boek
135,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS001,Groningen,B236.1;B236.0.1;B242.1.2,ATU 0221,boek
136,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS002,Limburg,D1412.1;K213,ATU 0330,boek
137,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS003,Antwerpen (België),H681.3.1;H696.1,ATU 0922,boek
138,J.R.W. Sinninghe,SINVSUNV.20E,1904-01-01 00:00:00,sprookje,SINVS004,[Leiden] Zuid-Holland,D1611,ATU 0313,boek
139,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS006,Oost-Vlaanderen (België),N776;K335.1.4;K1161;B296,ATU 0130,boek
140,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS007,Overijssel,D1605.1,ATU 0591,boek
141,J.R.W. Sinninghe,SINVSUNV.20E,1901-12-26 00:00:00,sprookje,SINVS008,[Broek in Waterland] Noord-Holland,K1951.2;K1951.1;K731,ATU 1640,boek
142,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS010,Friesland,J17,ATU 0157,boek
143,J.R.W. Sinninghe,SINVSUNV.20E,1894-01-01 00:00:00,sprookje,SINVS011,[Den Haag] Zuid-Holland,J144;F913,ATU 0123,boek
144,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS012,Brabant  (België),J1269.12,ATU 1562A,boek
145,J.R.W. Sinninghe,SINVSUNV.20E,,mop,SINVS013,Noord-Holland [Broek in Waterland],N688;K1956;K1956.2;N611.1,ATU 1641,boek
146,J.R.W.  Sinninghe,SINVSUNV.20E,,sprookje,SINVS014,Drente,T252.1,ATU 1375,boek
147,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS015,Brabant  (België),K343.2.1,ATU 1792,boek
148,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS016,Zeeland,N821;D1375.2;D895;D1470.1;D1376.1,ATU 0566,boek
149,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS017,Overijssel,J1151.1.1,ATU 1381,boek
150,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS019,Groningen,G526,ATU 0327C,boek
151,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS021,West-Vlaanderen (België),D1222;D1475.4;D1472.1.22,ATU 0569,boek
152,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS022,Gelderland,S215.1;B211.7.1;D789,ATU 0440,boek
153,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS023,Friesland,G61;Q412;S121;E613.0.1;E607.1,ATU 0720,boek
154,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS026,Gelderland,D1601.5;B103.1.1;D1401.1;D1472.1.7;D861.1;D881.2,ATU 0563,boek
155,J.R.W. Sinninghe,SINVSUNV.20E,,mop,SINVS027,West-Vlaanderen (België),J2671.2,ATU 1204,boek
156,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS029,Gelderland,K1022.1,ATU 0041,boek
157,J.R.W. Sinninghe,SINVSUNV.20E,1901-01-01 00:00:00,sprookje,SINVS031,Borne (Overijssel),A2741.1;F1025.1,ATU 0295,boek
158,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS033,Limburg (België),B261;K2323.1,ATU 0222,boek
159,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS034,Friesland,D1761.0.2;J2071,ATU 0750A,boek
160,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS035,Gelderland,F1025;K1161;B296,ATU 0210,boek
161,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS036,Limburg (België),L161;G671,ATU 0502,boek
162,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS037,West-Vlaanderen (België),J1904.1,ATU 1210,boek
163,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS038,Groningen,F913;F535.1;F911.3.1,ATU 0700,boek
164,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS039,Antwerpen (België),J2031.1;J2031,ATU 1287,boek
165,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS041,Friesland,L142.2;D1711.0.1;D615.2;K252;H62.1,ATU 0325,boek
166,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS043,Limburg (België),D1533.1.1;F601,ATU 0315B,boek
167,J.R.W. Sinninghe,SINVSUNV.20E,1894-01-01 00:00:00,sprookje,SINVS045,[Helvoirt] (Noord-Brabant),J1853.1.1,ATU 1643,boek
168,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS046,Drente,K1022.2;K1047,ATU 0047A,boek
169,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS047,Noord-Holland,N776;K335.1.4;K1161;B296,ATU 0130,boek
170,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS048,Antwerpen (België),J486;Z111;E765.1.3,ATU 0332,boek
171,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS051,Oost-Vlaanderen (België),K2371.1.3;D1413.1;K213;Q565;D1413.5,ATU 0330,boek
172,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS052,Overijssel,B170;D1761.0.1;B375.1;Q338,ATU 0555,boek
173,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS055,Limburg (België),H1241;H1331.1;B313;B435.1,ATU 0550,boek
174,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS056,Noord-Holland,Z41,ATU 2030,boek
175,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS057,Friesland,J1511.2,ATU 1565**,boek
176,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS058,Antwerpen (België),K1021,ATU 0002,boek
177,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS059,Drente,N271,ATU 0780,boek
178,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS062,Noord-Holland,J2072.1,ATU 0775,boek
179,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS063,West-Vlaanderen (België),L161;D860;D1470.1.16;D1662.2;D1131.1,ATU 0561,boek
180,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS064,Noord-Holland,J1882.2;K491,ATU 1675,boek
181,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS066,West-Vlaanderen (België),N711.6,ATU 0510B,boek
182,J.R.W. Sinninghe,SINVSUNV.20E,,sprookje,SINVS067,Friesland,K1057,ATU 1157,boek
